timestamp,bandwidth,throughput,congestion,packet_loss,latency,jitter,Routers,Planned route,Network measure,Network target,Video target,Percentage video occupancy,Bitrate video,Number videos,anomaly_throughput,anomaly_congestion,anomaly_packet_loss,anomaly_latency,anomaly_jitter,anomaly,bandwidth__diff1,bandwidth__roll10_mean,bandwidth__roll10_std,throughput__diff1,throughput__roll10_mean,throughput__roll10_std,congestion__diff1,congestion__roll10_mean,congestion__roll10_std,packet_loss__diff1,packet_loss__roll10_mean,packet_loss__roll10_std,latency__diff1,latency__roll10_mean,latency__roll10_std,jitter__diff1,jitter__roll10_mean,jitter__roll10_std,contrib_bandwidth,contrib_throughput,contrib_congestion,contrib_packet_loss,contrib_latency,contrib_jitter,anomaly_score,is_alert,model_used
2024-05-11 12:00:15+00:00,2,2.15,0.38,0.0,6.58,0.52,up xrv6,Best effort,S1,S2,,0,0,0,0,0,0,0,0,0,0.0,2.0,0.0,0.0,2.15,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,6.58,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,RandomForest_base
2024-05-11 12:00:43+00:00,2,2.16,0.12,0.0,5.36,0.34,up xrv6,Best effort,S1,S2,,0,0,0,0,0,0,0,0,0,0.0,2.0,0.0,0.010000000000000231,2.1550000000000002,0.007071067811865481,-0.26,0.25,0.18384776310850237,0.0,0.0,0.0,-1.2199999999999998,5.970000000000001,0.8626702730475881,-0.18,0.43000000000000005,0.12727922061357858,0.0,0.7071067811865318,0.7071067811865475,0.0,0.7071067811865478,0.7071067811865476,0.0,False,RandomForest_base
2024-05-11 12:01:12+00:00,2,2.0,0.08,0.0,6.29,0.23,up xrv6,Best effort,S1,S2,,0,0,0,0,0,0,0,0,0,0.0,2.0,0.0,-0.16000000000000014,2.1033333333333335,0.08962886439832515,-0.039999999999999994,0.19333333333333333,0.16289055630494154,0.0,0.0,0.0,0.9299999999999997,6.076666666666667,0.6373643646559896,-0.11000000000000001,0.36333333333333334,0.146401275039985,0.0,1.152902405123683,0.6957636827095494,0.0,0.3347117365880304,0.9107388804975737,0.0,False,RandomForest_base
2024-05-11 12:01:40+00:00,2,2.07,0.07,0.0,5.91,0.51,up xrv6,Best effort,S1,S2,,0,0,0,0,0,0,0,0,0,0.0,2.0,0.0,0.06999999999999984,2.0949999999999998,0.07505553499465151,-0.009999999999999995,0.1625,0.14660036380127664,0.0,0.0,0.0,-0.3799999999999999,6.035,0.5270357356637846,0.28,0.4,0.14023789311975088,0.0,0.33308669376324374,0.6309670562986317,0.0,0.23717556807142595,0.7843814360935216,0.0,False,RandomForest_base
2024-05-11 12:02:08+00:00,2,2.4,0.08,0.0,5.81,0.71,up xrv6,Best effort,S1,S2,,0,0,0,0,0,0,0,0,0,0.0,2.0,0.0,0.33000000000000007,2.1559999999999997,0.15109599597606807,0.009999999999999995,0.146,0.13221195104830727,0.0,0.0,0.0,-0.10000000000000053,5.99,0.4673863498220718,0.19999999999999996,0.462,0.18430952227163955,0.0,1.6148674120963942,0.49919844217324255,0.0,0.3851203614922096,1.3455626000402297,0.0024856124420017125,False,RandomForest_base
2024-05-11 12:02:36+00:00,2,2.07,0.12,0.0,6.81,0.29,up xrv6,Best effort,S1,S2,,0,0,0,0,0,0,0,0,0,0.0,2.0,0.0,-0.33000000000000007,2.1416666666666666,0.13963046467969178,0.039999999999999994,0.14166666666666666,0.11872938417538711,0.0,0.0,0.0,1.0,6.126666666666666,0.5355620101040276,-0.42,0.43333333333333335,0.17918333255821162,0.0,0.5132595299390288,0.18248782150390552,0.0,1.2759182325135474,0.7999255917777308,0.0,False,RandomForest_base
2024-05-11 12:03:05+00:00,2,2.05,0.16,0.0,5.82,0.34,up xrv6,Best effort,S1,S2,,0,0,0,0,0,0,0,0,0,0.0,2.0,0.0,-0.020000000000000018,2.1285714285714286,0.13208943579112997,0.04000000000000001,0.1442857142857143,0.10860588425696877,0.0,0.0,0.0,-0.9899999999999993,6.082857142857143,0.5024511347953577,0.050000000000000044,0.42,0.1673320053068151,0.0,0.5948350683825462,0.14469092371739878,0.0,0.5231496650200641,0.4780914437337572,0.0,False,RandomForest_base
2024-05-11 12:03:34+00:00,2,1.89,0.44,0.0,5.47,0.48,up xrv6,Best effort,S1,S2,,0,0,0,0,0,0,0,0,0,0.0,2.0,0.0,-0.15999999999999992,2.09875,0.14855855026602427,0.28,0.18125,0.14505540813279397,0.0,0.0,0.0,-0.35000000000000053,6.00625,0.5131676835387935,0.13999999999999996,0.4275,0.15636495771111888,0.0,1.4051698783152549,1.7838011235204827,0.0,1.0449800663635544,0.3357529766803166,0.0,False,RandomForest_base
2024-05-11 12:04:01+00:00,2,2.66,0.07,0.0,13.19,0.56,up xrv6,Best effort,S1,S2,,0,0,0,0,0,0,0,0,0,0.0,2.0,0.0,0.7700000000000002,2.161111111111111,0.23304744390598053,-0.37,0.1688888888888889,0.14066311211938654,0.0,0.0,0.0,7.72,6.804444444444444,2.442222917298455,0.08000000000000007,0.44222222222222224,0.15278888848487784,0.0,2.1407181324424154,0.7030193445809577,0.0,2.6146489373783894,0.7708530309089511,0.019676470243825888,False,RandomForest_base
2024-05-11 12:04:30+00:00,2,1.85,0.09,0.0,5.66,0.28,up xrv6,Best effort,S1,S2,,0,0,0,0,0,0,0,0,0,0.0,2.0,0.0,-0.81,2.13,0.24073960113690387,0.01999999999999999,0.161,0.13494443300855355,0.0,0.0,0.0,-7.529999999999999,6.69,2.330817691521821,-0.28,0.426,0.15291246588235446,0.0,1.1630824288055928,0.5261424900388415,0.0,0.4419050034443063,0.9547946215995712,0.0,False,RandomForest_base
